Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
16367,http://maps.google.ca/maps/place?hl=en&cid=-3489534909671202255,Rogers,"200 Southridge Drive, Unit 437,",Okotoks,AB,T1S 0B2,CA,,(403) 995-9349,(403) 995-9173,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 7:00PM,12:00PM - 5:00PM,Highway 2A - Westridge St,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.706775,-113.975027
16370,http://maps.google.ca/maps/place?hl=en&cid=-7433214800686175861,Rogers,"8882 170 St NW, Unit 105,",Edmonton,AB,T5T 4M2,CA,West Edmonton Mall,(780) 443-3040,(780) 484-3640,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,88 Ave - 170 St,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.523618,-113.61547
16371,http://maps.google.ca/maps/place?hl=en&cid=-7433214800686175861,Rogers,"8882 170 St NW, Unit K1690,",Edmonton,AB,T5T 4M2,CA,West Edmonton Mall,(780) 413-9855,(780) 481-3679,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,88 Ave - 170 St,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.523618,-113.61547
16376,http://maps.google.ca/maps/place?hl=en&cid=-5315763651801100403,Rogers,"285 Shawville Blvd SE, Unit 9,",Calgary,AB,T2Y 3H9,CA,,(403) 254-6901,(403) 201-6159,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,12:00PM - 5:00PM,162 Ave - Shawville Blvd,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,50.901406,-114.064583
16401,http://maps.google.ca/maps/place?hl=en&cid=-3166571969911936534,Rogers,"9980 Airport Road, Unit 11,",Brampton,ON,L6S 0C5,CA,,(905) 792-0249,(905) 792-9617,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Airport Road - Bovaird Drive,N,N,N,N,Y,N,Y,Bovaird,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.762877,-79.721915
16583,http://maps.google.ca/maps/place?hl=en&cid=6162142373937993084,Rogers,"3940 North Brock St,",Whitby,ON,L1R 3E1,CA,,(905) 556-1171,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Brock St - Taunton,N,N,N,N,Y,N,Y,Taunton,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.91443,-78.957315
16584,http://maps.google.ca/maps/place?hl=en&cid=3741512902290891855,Rogers,"10025 Hurontario St, Unit 5,",Brampton,ON,L6Z 0E6,CA,,(905) 495-2447,(905) 495-2022,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Hurontario - Boivard,N,N,N,N,Y,N,Y,Hurontario,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.706316,-79.787205
16612,http://maps.google.ca/maps/place?hl=en&cid=-6747161893586845962,Rogers,"7690 Markham Rd, Unit 1C,",Markham,ON,L3S 3K1,CA,,(905) 205-0146,(905) 205-0149,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,Markham - 14th,N,N,N,N,Y,N,Y,Highglen,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.853103,-79.254932
16623,http://maps.google.ca/maps/place?hl=en&cid=1401979162065855954,Rogers,"181 Bay Street, Unit C10-D,",Toronto,ON,M5J 2T3,CA,,(416) 915-8042,(416) 915-8044,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,8:00AM - 6:00PM,CLOSED,CLOSED,Bay - Wellington,N,N,N,N,Y,N,Y,RBC Plaza,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.64731,-79.3797
16640,http://maps.google.ca/maps/place?hl=en&cid=-9195213607671729630,Rogers,"501 1st Ave S, Unit P13,",Lethbridge,AB,T1J 4L9,CA,Park Place Mall,(403) 328-9907,(403) 380-6218,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 5:00PM,5TH - 1ST,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.697921,-112.840508
16665,http://maps.google.ca/maps/place?hl=en&cid=-7126969195993686335,Rogers,"2901 Bayview Ave, Unit 116,",Toronto,ON,M2K 1E6,CA,Bayview Village Shopping Center,(416) 849-8982,(416) 849-8984,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:00PM,Bayview - Sheppard,N,N,N,N,Y,N,Y,Bayview Village,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.769091,-79.388607
16722,http://maps.google.ca/maps/place?hl=en&cid=-2957562229227039602,Rogers,"934 91st Street SW, Unit 1B,",Edmonton,AB,T6X 0P2,CA,,(780) 485-8044,(780) 485-9898,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,91st St - 9th Ave,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.424551,-113.473805
16746,,Rogers,"4700 Kingsway, Unit 2235,",Burnaby,BC,V5H 4M2,CA,Metropolis at Metrotown,(604) 432-9303,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM ,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,49.227783,-123.000133
16765,http://maps.google.ca/maps/place?hl=en&cid=-3176776034916792672,Rogers,"435 Stone Rd W, Unit C01,",Guelph,ON,N1G 2X6,CA,Stone Road Mall,(519) 822-1067,(519) 822-1725,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Stone - Edinburgh,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.516853,-80.237873
16771,http://maps.google.ca/maps/place?hl=en&cid=-7413491739637844407,Rogers,"1076 Hoover Park Drive, Unit 1,",Stouffville,ON,L4A 0K2,CA,,(905) 642-2259,(905) 642-0510,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Highway 48 - Hoover Park Drive,N,N,N,N,Y,N,Y,STOUFVILLE,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.95666,-79.2793
16777,http://maps.google.ca/maps/place?hl=en&cid=-3501746346602157685,Rogers,"261055 CrossIron Blvd, Unit 373,",Rocky View,AB,T4A 0G3,CA,,(403) 313-2944,(403) 313-2945,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 6:00PM,Highyway 2 - Twp Road 262,N,N,N,N,N,N,Y,CrossIron Mills,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.2048,-113.99
16810,http://maps.google.ca/maps/place?hl=en&cid=-1021385650258392147,Rogers,"2379 Highway 2, Unit 227,",Bowmanville,ON,L1C 5A4,CA,,(905) 697-3334,(905) 697-7166,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Highway 2 - Clarington,N,N,N,N,Y,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.90956,-78.7101
16889,http://maps.google.ca/maps/place?hl=en&cid=5241844106200317320,Rogers,"613 Dundas St E,  Unit 1B,",Toronto,ON,M5A 3W1,CA,,(416) 916-6599,(416) 916-7719,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Dundas East - Parliament,N,N,N,N,Y,N,Y,ROGERS PLUS 5371 - REGENT PARK,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.660726,-79.360155
16909,http://maps.google.ca/maps/place?hl=en&cid=-277097014630436793,Rogers,"48 Kenmount Rd, Unit 265,",St. John's,NL,A1B 1W3,CA,Avalon Mall,(709) 579-2428,(709) 579-2441,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:30PM,9:30AM - 9:30PM,9:30AM - 9:30PM,9:30AM - 9:30PM,9:30AM - 9:30PM,9:30AM - 9:30PM,12:00PM - 5:00PM,Kenmount - Prince Philip,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,47.55905,-52.75229
17005,http://maps.google.ca/maps/place?hl=en&cid=-1616456446869399927,Rogers,"519 Westmorland Rd,  Unit E5,",Saint John,NB,E2J 3W9,CA,McAllister Place,(506) 637-9107,(506) 634-7664,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 5:00PM,Westmorland Rd - McAllister Dr,N,N,N,N,Y,N,Y,McAllister Place,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.30701,-66.015426
17006,,Rogers,"17 Worthington Ave, Unit D6-3,",Brampton,ON,L7A 2Y7,CA,,(905) 495-3039,(905) 495-8174,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,McLaughlin Rd N - Bovaird Dr W,N,N,N,N,Y,N,N,McLaughlin,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.682314,-79.814966
17009,http://maps.google.ca/maps/place?hl=en&cid=4770269108961701847,Rogers,"390 Topsail Road,",St Johns,NL,A1E 2B8,CA,,(709) 747-8844,(709) 747-8839,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Topsail Rd. - Columbus Dr,N,N,N,N,Y,N,N,Topsail,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,47.53551,-52.74438
17030,http://maps.google.ca/maps/place?hl=en&cid=-7093602395171004948,Rogers,"808 York Mills Road, Unit 15-17,",North York,ON,M3B 1X8,CA,,(416) 385-1730,(416) 385-1624,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,York Mills Rd - Leslie St,N,N,N,N,Y,N,N,York Mills,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.75331,-79.35838
17066,http://maps.google.ca/maps/place?hl=en&cid=-7914126287475026630,Rogers,"2097 West Broadway Ave,",Vancouver,BC,V6J 1Z6,CA,,(604) 733-3999,(604) 733-4000,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,N,N,N,,,N,N,N,N,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,Arbutus - W Broadway,N,N,N,N,Y,N,N,Arbutus,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.2638,-123.152693
17105,http://maps.google.ca/maps/place?hl=en&cid=2482744232857291679,Rogers,"363 Bank Street,",Ottawa,ON,K2P 1X9,CA,,(613) 594-4555,(613) 594-3994,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Bank St - Gilmour St,N,N,N,N,Y,N,N,Gilmour,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.414102,-75.69527
17108,http://maps.google.ca/maps/place?hl=en&cid=-2679146112782552269,Rogers,"2116 Burnhamthorpe Rd W,",Mississauga,ON,L7L 3A2,CA,,(905) 608-0429,(905) 608-0429,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Burnhamthorpe - Erin Mills Pkwy,N,N,N,N,Y,N,N,South Common,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.546109,-79.683678
17109,http://maps.google.ca/maps/place?hl=en&cid=-765021425944784892,Rogers,"3015 Bloor Street West,",Etobicoke,ON,M8X 1C5,CA,,(416) 231-4789,(416) 231-6906,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,Bloor Street - Royal York,N,N,N,N,N,N,N,Bloor,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.647357,-79.51137
17110,http://maps.google.ca/maps/place?hl=en&cid=2742766873153985671,Rogers,"1987 Yonge St,",Toronto,ON,M4S 1Z8,CA,,(416) 544-1429,(416) 544-1622,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,Yonge - Belsize,N,N,N,N,N,N,N,Belsize,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.700494,-79.396888
17111,,Rogers,"1070 Major Mackenzie Dr E, Unit M2,",Richmond Hill,ON,L4S 1P3,CA,,(905) 508-2907,,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,10:00AM - 5:00PM,,N,N,N,N,N,N,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,43.876668,-79.408332
17112,http://maps.google.ca/maps/place?hl=en&cid=-8587476830645037341,Rogers,"411 Bayfield St N,",Barrie,ON,L4M 6E5,CA,Springwater Plaza,(705) 719-0417,(705) 719-0424,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Livingston - Bayfield,N,N,N,N,N,N,N,Bayfield,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,44.408342,-79.706679
17114,http://maps.google.ca/maps/place?hl=en&cid=-7881792436358971068,Rogers,"492 Edinburgh Road South,",Guelph,ON,N1G 4Z1,CA,,(519) 822-5277,(519) 822-7918,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Edinburgh Rd S - Stone Rd W,N,N,N,N,N,N,N,Stone,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,43.52083,-80.23522
17116,http://maps.google.ca/maps/place?hl=en&cid=-5376607664534862437,Rogers,"18075 Yonge Street,",Newmarket,ON,L3Y 8V1,CA,,(905) 830-0369,(905) 830-9535,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,9:00AM - 6:00PM,10:00AM - 5:00PM,Yonge - Bristol,N,N,N,N,N,N,N,North Newmarket,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,44.067842,-79.483561
17117,http://maps.google.ca/maps/place?hl=en&cid=3672089881388780758,Rogers,"875 Highland Rd W, Unit 168,",Kitchener,ON,N2N 2Y2,CA,Highland Hills Mall,(519) 741-1099,(519) 741-1219,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,,N,N,N,N,N,N,N,Highland Hills,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.430738,-80.528195
17118,http://maps.google.ca/maps/place?hl=en&cid=-972982256002425306,Rogers,"1379 A Woodroffe Avenue,",Ottawa,ON,K2G 1V7,CA,,(613) 225-6007,(613) 225-7996,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Woodroffe Ave - Baseline Rd,N,N,N,N,N,N,N,Woodroffe,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,45.34701,-75.75946
17120,http://maps.google.ca/maps/place?hl=en&cid=-2815191590259083951,Rogers,"3777 Strandherd Drive,",Nepean,ON,K2J 4B1,CA,,(613) 823-6909,(613) 823-1642,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Strandherd - Greenbank,N,N,N,N,N,N,N,Barrhaven,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.26957,-75.74882
17121,https://plus.google.com/115334399189455947556/about?hl=en-US,Rogers,"1030 Adelaide St N,",London,ON,N5Y 2M9,CA,,(519) 645-2171,(519) 645-2617,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Adelaide - Cheapside,N,N,N,N,N,N,N,Adelaide,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.007272,-81.240695
17122,http://maps.google.ca/maps/place?hl=en&cid=-5034881755795036016,Rogers,"395 Wellington Rd, Unit 11,",London,ON,N6C 5Z6,CA,,(519) 649-0533,(519) 649-7183,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 7:00PM,10:00AM - 6:00PM,12:00PM - 5:00PM,Wellington - Commissioners,N,N,N,N,N,N,N,Wellington,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,42.959336,-81.232774
